host_id,ts,n_flows,n_distinct_ports,n_distinct_dsts,total_bytes,mean_duration,failed_logins,top_service,n_alerts,attack_family,label
h022,2024-03-05 07:00:00,6,3,4,18254,0.5102343779974728,0,http,0,benign,0
h023,2024-03-05 07:00:00,6,2,2,1389677,15.168525532808914,0,http,0,benign,0
h024,2024-03-05 07:00:00,14,4,8,14268,0.4352513943810311,0,http,0,benign,0
h025,2024-03-05 07:00:00,5,3,4,10747,0.45560848336697324,2,http,0,benign,0
h026,2024-03-05 07:00:00,17,5,8,33677,0.5562774113996186,0,http,0,benign,0
h027,2024-03-05 07:00:00,11,4,6,46313,0.5029449155956951,0,http,0,benign,0
h028,2024-03-05 07:00:00,8,5,5,25381,0.4204800128185683,0,http,0,benign,0
h029,2024-03-05 07:00:00,15,5,7,45271,0.4273681917211152,1,http,0,benign,0
h030,2024-03-05 07:00:00,8,2,5,23482,0.5048461002443977,0,http,0,benign,0
h031,2024-03-05 07:00:00,16,5,7,29116,0.9410124165271598,0,http,0,benign,0
h032,2024-03-05 07:00:00,29,5,8,169455,0.5117186523083799,0,http,0,benign,0
h033,2024-03-05 07:00:00,41,5,8,176126,0.7680271180056155,1,http,0,benign,0
h034,2024-03-05 07:00:00,5,3,4,35514,0.9421781119811827,0,http,0,benign,0
h035,2024-03-05 07:00:00,8,3,5,12651,0.6747425422549383,1,http,0,benign,0
h036,2024-03-05 07:00:00,12,4,6,101736,0.9061602653641073,0,http,0,benign,0
h037,2024-03-05 07:00:00,10,4,7,86371,0.5695599447631734,0,http,0,benign,0
h038,2024-03-05 07:00:00,12,5,6,30937,0.9030240842938636,0,http,0,benign,0
h039,2024-03-05 07:00:00,2,2,2,4645,0.6877017154247953,0,http,0,benign,0
h040,2024-03-05 07:00:00,2,2,2,4094,1.6544196008723258,0,http,0,benign,0
h041,2024-03-05 07:00:00,81,74,57,5010,0.05269230835635547,0,other,1,portscan,1
h042,2024-03-05 07:00:00,7,3,4,43619,0.351403173366903,1,http,0,benign,0
h043,2024-03-05 07:00:00,8,4,6,16961,0.2351749540084412,0,http,0,benign,0
h044,2024-03-05 07:00:00,10,2,6,37436,0.5050302845254148,0,http,0,benign,0
h045,2024-03-05 07:00:00,3,1,1,6788815,33.26482321646898,0,ssh,1,exfil,1
h046,2024-03-05 07:00:00,3,2,3,24071,0.16216226885395602,0,http,0,benign,0
h047,2024-03-05 07:00:00,17,4,8,145695,0.6263857054308718,0,http,0,benign,0
h048,2024-03-05 07:00:00,6,4,4,21489,0.7331596497036842,0,http,0,benign,0
h049,2024-03-05 07:00:00,7,3,3,15659,0.6345548901281529,0,http,0,benign,0
h050,2024-03-05 07:00:00,5,3,4,39386,1.1257184385637071,0,http,0,benign,0
h051,2024-03-05 07:00:00,14,5,7,26311,0.5307544902035969,1,http,0,benign,0
h052,2024-03-05 07:00:00,8,3,5,9229,0.6974235872758469,0,http,0,benign,0
h053,2024-03-05 07:00:00,14,5,8,51321,0.5955365398194455,0,http,0,benign,0
h054,2024-03-05 07:00:00,8,4,7,34173,0.30157924520685775,0,http,0,benign,0
h055,2024-03-05 07:00:00,6,3,6,8878,0.3078182746832183,0,http,0,benign,0
h056,2024-03-05 07:00:00,1,1,1,6979,0.3478386977718002,0,http,0,benign,0
h057,2024-03-05 07:00:00,23,5,8,80069,0.8704906870243028,0,http,0,benign,0
h058,2024-03-05 07:00:00,28,4,8,74709,0.6072890069284153,0,http,0,benign,0
h059,2024-03-05 07:00:00,38,5,8,113796,0.7688784886738047,0,http,0,benign,0
h000,2024-03-05 08:00:00,16,4,8,113555,0.5435337674643537,1,http,0,benign,0
h001,2024-03-05 08:00:00,11,5,6,40741,0.46582635662680066,0,http,1,benign,0
h002,2024-03-05 08:00:00,8,4,6,30091,0.5665562740980032,0,http,0,benign,0
h003,2024-03-05 08:00:00,5,3,3,10650,0.6853019950009148,0,http,0,benign,0
h004,2024-03-05 08:00:00,20,5,8,57213,0.5317642422960599,0,http,0,benign,0
h005,2024-03-05 08:00:00,12,3,5,31874,0.2611070078281413,0,http,0,benign,0
h006,2024-03-05 08:00:00,15,4,8,42911,0.5857398276090272,0,http,0,benign,0
h007,2024-03-05 08:00:00,13,4,8,143822,0.5942443926657497,0,http,0,benign,0
h008,2024-03-05 08:00:00,9,4,6,34338,0.5745555956891287,0,http,0,benign,0
h009,2024-03-05 08:00:00,3,3,3,8878,0.6501151307300207,0,http,0,benign,0
h010,2024-03-05 08:00:00,27,5,8,58150,0.7133534538328195,0,http,0,benign,0
h011,2024-03-05 08:00:00,6,2,2,2905709,17.2148818114165,0,http,1,benign,0
h012,2024-03-05 08:00:00,22,5,8,75111,0.5738832140202302,1,http,0,benign,0
h013,2024-03-05 08:00:00,69,63,46,4841,0.05377848336084916,0,other,1,portscan,1
h014,2024-03-05 08:00:00,12,5,7,81170,0.6043406923860872,0,http,0,benign,0
h015,2024-03-05 08:00:00,5,3,4,5682,0.31406251298331334,0,http,0,benign,0
h016,2024-03-05 08:00:00,39,5,8,320744,0.5082683009818305,0,http,0,benign,0
h017,2024-03-05 08:00:00,46,1,3,7212,0.2764876924557895,35,ssh,1,bruteforce,1
h018,2024-03-05 08:00:00,2,2,2,870,0.11583586569156865,0,dns,0,benign,0
h019,2024-03-05 08:00:00,3,3,3,5603,0.38403843241182933,0,http,0,benign,0
h020,2024-03-05 08:00:00,9,3,4,69652,0.6019775053045086,0,http,0,benign,0
h021,2024-03-05 08:00:00,15,4,8,119737,0.6426853296271016,0,http,0,benign,0
h022,2024-03-05 08:00:00,11,4,6,38395,0.6009954761002048,1,http,0,benign,0
h023,2024-03-05 08:00:00,14,4,6,26715,0.45771410243255983,0,http,0,benign,0
h024,2024-03-05 08:00:00,4,1,4,19641,0.5682474942223545,0,http,0,benign,0
h025,2024-03-05 08:00:00,11,4,7,44288,0.5298297749957309,1,http,0,benign,0
h026,2024-03-05 08:00:00,10,3,6,42201,0.5551267996365872,0,http,0,benign,0
h027,2024-03-05 08:00:00,6,3,6,10060,0.5054374605279343,0,http,0,benign,0
h028,2024-03-05 08:00:00,30,5,7,87754,0.45521497405639816,0,http,0,benign,0
h029,2024-03-05 08:00:00,8,3,4,21942,0.8828420593105664,1,http,0,benign,0
h030,2024-03-05 08:00:00,11,4,5,15821,0.8172364443227739,0,http,0,benign,0
h031,2024-03-05 08:00:00,4,2,4,4000,0.33630169948688793,0,http,0,benign,0
h032,2024-03-05 08:00:00,3,1,2,8983,0.31078515331693496,0,dns,0,benign,0
h033,2024-03-05 08:00:00,120,109,89,7959,0.052777433458494775,0,other,1,portscan,1
h034,2024-03-05 08:00:00,7,2,5,16901,0.5583999751061847,0,http,0,benign,0
h035,2024-03-05 08:00:00,25,5,8,107032,0.49295638639435096,0,http,0,benign,0
h036,2024-03-05 08:00:00,8,4,5,21905,0.6561548987279403,0,http,0,benign,0
h037,2024-03-05 08:00:00,7,3,4,91205,0.45789659526034043,0,http,0,benign,0
h038,2024-03-05 08:00:00,9,3,4,21501,0.6108100796115762,0,http,0,benign,0
h039,2024-03-05 08:00:00,81,74,51,4807,0.054176936144945335,0,other,1,portscan,1
h040,2024-03-05 08:00:00,9,4,5,23232,0.3407318819475972,0,http,0,benign,0
h041,2024-03-05 08:00:00,148,138,104,9926,0.05188897404883612,0,other,1,portscan,1
h042,2024-03-05 08:00:00,9,4,6,19144,0.5618623636936078,1,http,0,benign,0
h043,2024-03-05 08:00:00,8,3,7,50027,0.6101208467592908,0,http,0,benign,0
h044,2024-03-05 08:00:00,11,4,7,25997,0.9277295072891216,1,http,0,benign,0
h045,2024-03-05 08:00:00,10,3,6,34340,0.6163045762981223,0,http,0,benign,0
h046,2024-03-05 08:00:00,39,5,8,196013,0.32919795565561355,0,http,1,benign,0
h047,2024-03-05 08:00:00,18,4,8,77734,0.7117260553967611,1,http,0,benign,0
h048,2024-03-05 08:00:00,11,3,6,34230,0.5656250981949837,0,http,0,benign,0
h049,2024-03-05 08:00:00,15,4,6,75277,0.5260579627607359,0,http,0,benign,0
h050,2024-03-05 08:00:00,27,5,8,115514,0.6023972545127025,0,http,0,benign,0
h051,2024-03-05 08:00:00,23,4,7,81604,0.6445526850672046,0,http,0,benign,0
h052,2024-03-05 08:00:00,24,4,8,85248,0.3797556392289196,1,http,0,benign,0
h053,2024-03-05 08:00:00,7,4,5,10290,0.5881999414245207,0,http,0,benign,0
h054,2024-03-05 08:00:00,1,1,1,133670,4.502602378410389,0,http,0,benign,0
h055,2024-03-05 08:00:00,102,93,68,6157,0.05464792997118245,0,other,1,portscan,1
h056,2024-03-05 08:00:00,14,4,7,53148,0.7309892909198619,0,http,0,benign,0
h057,2024-03-05 08:00:00,4,1,4,7648,0.6391785627613289,0,http,0,benign,0
h058,2024-03-05 08:00:00,5,4,3,34650,1.2221904129963945,0,http,0,benign,0
h059,2024-03-05 08:00:00,6,2,5,12945,0.6735221511828858,0,http,0,benign,0
h000,2024-03-05 09:00:00,6,4,4,93259,0.7902000105061507,0,http,0,benign,0
h001,2024-03-05 09:00:00,20,5,7,67883,0.6683052616337904,0,http,1,benign,0
h002,2024-03-05 09:00:00,11,4,8,45535,0.410009372374493,0,http,0,benign,0
h003,2024-03-05 09:00:00,13,5,6,75258,0.505586481560673,1,http,0,benign,0
h004,2024-03-05 09:00:00,18,4,7,48486,0.4613280348141349,0,http,0,benign,0
h005,2024-03-05 09:00:00,8,3,5,16777,0.570091099943953,0,http,0,benign,0
h006,2024-03-05 09:00:00,11,4,6,61872,0.664211257977784,0,http,0,benign,0
h007,2024-03-05 09:00:00,7,4,4,19958,0.36753707939189767,0,http,0,benign,0
h008,2024-03-05 09:00:00,8,3,5,69503,0.5394943550347379,0,http,0,benign,0
h009,2024-03-05 09:00:00,7,2,2,4405757,7.274535592607852,0,ssh,0,benign,0
h010,2024-03-05 09:00:00,10,4,6,76224,0.41703658620734696,0,http,0,benign,0
h011,2024-03-05 09:00:00,1,1,1,1445,2.105406307041885,0,http,0,benign,0
h012,2024-03-05 09:00:00,19,5,7,72590,0.47741416839413386,0,http,0,benign,0
h013,2024-03-05 09:00:00,16,4,6,63364,0.41465390435605454,0,http,0,benign,0
h014,2024-03-05 09:00:00,12,2,2,6126284,14.550976587389888,0,http,0,benign,0
h015,2024-03-05 09:00:00,6,2,2,3072816,12.625965356838416,0,ssh,0,benign,0
h016,2024-03-05 09:00:00,40,1,3,7166,0.23900142987651277,33,ssh,1,bruteforce,1
h017,2024-03-05 09:00:00,24,5,7,81707,0.5902469595245883,0,http,0,benign,0
h018,2024-03-05 09:00:00,4,2,4,16936,2.1340159033697566,0,http,0,benign,0
h019,2024-03-05 09:00:00,5,2,4,67702,0.3767743619180878,0,http,0,benign,0
h020,2024-03-05 09:00:00,38,5,8,85243,0.4447533655033407,0,http,0,benign,0
h021,2024-03-05 09:00:00,159,148,99,9592,0.05391803150427912,0,other,0,benign,0
h022,2024-03-05 09:00:00,26,3,8,43076,0.5224298753844516,0,http,0,benign,0
h023,2024-03-05 09:00:00,11,5,7,31028,0.5591913031897576,0,http,0,benign,0
h024,2024-03-05 09:00:00,2,2,2,5757,1.248871882816664,0,http,0,benign,0
h025,2024-03-05 09:00:00,9,4,6,25852,1.088301948561168,0,http,0,benign,0
h026,2024-03-05 09:00:00,7,4,4,14902,0.7453464295559183,0,http,0,benign,0
h027,2024-03-05 09:00:00,30,5,8,124408,0.9237899522895262,1,http,0,benign,0
h028,2024-03-05 09:00:00,87,78,59,6150,0.055221119079122756,0,other,0,benign,0
h029,2024-03-05 09:00:00,21,4,8,102820,0.8166120599071688,0,http,0,benign,0
h030,2024-03-05 09:00:00,6,3,5,23563,0.48140988008213087,0,http,0,benign,0
h031,2024-03-05 09:00:00,2,1,2,3968,0.26000018741912356,0,http,0,benign,0
h032,2024-03-05 09:00:00,8,4,5,26792,0.622865203165622,0,http,0,benign,0
h033,2024-03-05 09:00:00,9,4,4,20354,0.8878286917007463,0,http,0,benign,0
h034,2024-03-05 09:00:00,4,2,4,11731,0.7821422651721845,0,http,0,benign,0
h035,2024-03-05 09:00:00,4,3,4,33042,0.26952602989176155,0,smtp,0,benign,0
h036,2024-03-05 09:00:00,23,5,8,73176,0.6475268075928623,1,http,1,benign,0
h037,2024-03-05 09:00:00,14,3,7,53510,0.7212072857157817,0,http,0,benign,0
h038,2024-03-05 09:00:00,16,5,6,42120,0.9710982107390889,0,http,0,benign,0
h039,2024-03-05 09:00:00,4,3,4,5749,0.9857124782594634,0,dns,0,benign,0
h040,2024-03-05 09:00:00,20,4,7,146839,0.8445891581504601,0,http,0,benign,0
h041,2024-03-05 09:00:00,6,2,4,16578,0.5945392193560964,0,http,0,benign,0
h042,2024-03-05 09:00:00,35,5,8,101407,0.8618444035416004,0,http,0,benign,0
h043,2024-03-05 09:00:00,8,5,6,34043,0.547490440990059,0,http,0,benign,0
h044,2024-03-05 09:00:00,3,2,3,12967,0.4387047132372192,0,http,0,benign,0
h045,2024-03-05 09:00:00,8,2,2,2128076,12.802372561447742,0,http,0,benign,0
h046,2024-03-05 09:00:00,15,4,7,23927,0.4605198128650881,0,http,0,benign,0
h047,2024-03-05 09:00:00,15,5,7,142820,0.47189653264278036,0,http,0,benign,0
h048,2024-03-05 09:00:00,12,4,6,35366,0.5140000498492231,0,http,0,benign,0
h049,2024-03-05 09:00:00,61,1,3,10699,0.24969295311945472,55,ssh,1,bruteforce,1
h050,2024-03-05 09:00:00,13,4,7,35142,0.5085976079725735,0,http,0,benign,0
h051,2024-03-05 09:00:00,3,1,1,5396475,57.070751421072025,0,ssh,1,exfil,1
h052,2024-03-05 09:00:00,2,2,2,8917,0.6359142455781437,0,smtp,0,benign,0
h053,2024-03-05 09:00:00,13,5,5,70367,0.9137565883307018,0,http,0,benign,0
h054,2024-03-05 09:00:00,111,106,74,6740,0.053667202486143734,0,other,1,portscan,1
h055,2024-03-05 09:00:00,6,3,5,24923,0.6765883553872033,0,http,0,benign,0
h056,2024-03-05 09:00:00,46,45,26,149803,0.5058223742719966,0,other,1,benign,0
h057,2024-03-05 09:00:00,13,4,6,30467,0.5820616985276339,0,http,0,benign,0
h058,2024-03-05 09:00:00,4,2,3,4104,0.20872986471081534,0,http,0,benign,0
h059,2024-03-05 09:00:00,12,5,7,34795,0.46552473184951976,0,http,0,benign,0
h000,2024-03-05 10:00:00,9,3,5,45438,0.63363919830628,0,http,0,benign,0
h001,2024-03-05 10:00:00,22,5,8,72946,0.6335395673123926,0,http,0,benign,0
h002,2024-03-05 10:00:00,49,5,8,185105,0.6950728764145577,1,http,0,benign,0
h003,2024-03-05 10:00:00,147,131,97,9576,0.05640051133800046,0,other,1,portscan,1
h004,2024-03-05 10:00:00,21,4,7,50247,0.44291221649383994,0,http,0,benign,0
h005,2024-03-05 10:00:00,13,4,7,53945,0.581697509729586,0,http,1,benign,0
h006,2024-03-05 10:00:00,16,4,8,27581,0.7506223140710028,0,http,0,benign,0
h007,2024-03-05 10:00:00,2,1,2,1092530,10.713877464167533,0,ssh,0,benign,0
h008,2024-03-05 10:00:00,66,63,46,4435,0.05585514457466521,0,other,1,portscan,1
h009,2024-03-05 10:00:00,6,3,4,14870,0.24809151367368368,0,http,0,benign,0
h010,2024-03-05 10:00:00,3,3,2,54644,0.8447089977828389,0,http,0,benign,0
h011,2024-03-05 10:00:00,5,2,3,14284,0.43687614378837497,0,http,0,benign,0
h012,2024-03-05 10:00:00,15,4,7,19220,0.5165441732520616,1,http,0,benign,0
h013,2024-03-05 10:00:00,29,5,8,110120,0.7489801336135216,0,http,0,benign,0
h014,2024-03-05 10:00:00,10,4,7,34677,0.43339547725236,0,http,0,benign,0
h015,2024-03-05 10:00:00,13,4,7,51922,0.6599427326190355,0,http,0,benign,0
h016,2024-03-05 10:00:00,9,3,5,27880,0.45701190311588896,0,http,0,benign,0
h017,2024-03-05 10:00:00,5,2,4,19271,0.5015094330318124,0,http,0,benign,0
h018,2024-03-05 10:00:00,16,3,7,64003,0.46043755301049305,0,http,0,benign,0
h019,2024-03-05 10:00:00,7,3,6,51109,0.9144912274255164,0,http,0,benign,0
h020,2024-03-05 10:00:00,15,4,8,45491,0.4672096891287005,0,http,0,benign,0
h021,2024-03-05 10:00:00,29,4,7,101456,0.5286972114477285,1,http,0,benign,0
h022,2024-03-05 10:00:00,4,3,3,19006,0.33981916205314905,0,http,0,benign,0
h023,2024-03-05 10:00:00,49,46,33,207823,0.5458865564204016,0,other,0,benign,0
h024,2024-03-05 10:00:00,6,4,4,8146,0.3441635706939326,0,http,1,benign,0
h025,2024-03-05 10:00:00,26,5,8,173503,0.601086430128114,0,http,0,benign,0
h026,2024-03-05 10:00:00,12,4,6,15263,0.47164684893905995,0,http,0,benign,0
h027,2024-03-05 10:00:00,7,3,5,11323,0.5756019266247687,0,http,0,benign,0
h028,2024-03-05 10:00:00,2,2,2,7405,0.5473626612010674,0,ssh,0,benign,0
h029,2024-03-05 10:00:00,5,2,2,1935771,13.718947287213036,0,http,0,benign,0
h030,2024-03-05 10:00:00,57,53,27,202966,0.658563920253837,0,other,0,benign,0
h031,2024-03-05 10:00:00,8,5,7,7299,0.35647866366350645,0,http,0,benign,0
h032,2024-03-05 10:00:00,25,5,8,113538,0.5479274594651198,0,http,0,benign,0
h033,2024-03-05 10:00:00,15,4,7,74274,0.470207211862161,0,http,0,benign,0
h034,2024-03-05 10:00:00,13,5,6,98164,0.6290936479312361,1,http,0,benign,0
h035,2024-03-05 10:00:00,10,2,5,31346,0.4231780984681932,0,http,0,benign,0
h036,2024-03-05 10:00:00,6,3,3,9518,0.8675723016286031,0,http,0,benign,0
h037,2024-03-05 10:00:00,7,3,5,14748,0.41729536576385934,0,http,0,benign,0
h038,2024-03-05 10:00:00,2,1,2,2509,0.8322676874023675,0,http,0,benign,0
h039,2024-03-05 10:00:00,4,3,4,13426,0.5625690075097798,0,http,0,benign,0
h040,2024-03-05 10:00:00,14,4,6,57251,0.42382652911647467,1,http,0,benign,0
h041,2024-03-05 10:00:00,20,5,7,53093,0.6113783139956711,0,http,0,benign,0
h042,2024-03-05 10:00:00,26,5,7,140683,0.4740628546398321,0,http,0,benign,0
h043,2024-03-05 10:00:00,23,4,6,64625,0.40275211341658945,1,http,0,benign,0
h044,2024-03-05 10:00:00,28,4,8,103348,0.6433219318419968,1,http,0,benign,0
h045,2024-03-05 10:00:00,45,1,3,6738,0.2478913937397322,32,ssh,1,bruteforce,1
h046,2024-03-05 10:00:00,2,2,1,8426,0.27188720592889853,0,ssh,0,benign,0
h047,2024-03-05 10:00:00,10,3,4,32616,0.779406267609255,0,http,0,benign,0
h048,2024-03-05 10:00:00,8,3,6,17498,0.3803048266850355,0,http,0,benign,0
h049,2024-03-05 10:00:00,10,5,6,70005,0.7775216441618753,0,http,0,benign,0
h050,2024-03-05 10:00:00,5,3,4,13419,0.4251206303620155,0,http,0,benign,0
h051,2024-03-05 10:00:00,8,2,5,30832,0.9833462714745849,0,http,0,benign,0
h052,2024-03-05 10:00:00,15,5,6,68854,0.3794016353167993,0,http,0,benign,0
h053,2024-03-05 10:00:00,9,4,5,63309,0.5809206048755686,0,http,0,benign,0
h054,2024-03-05 10:00:00,15,4,7,64157,0.8309808511763764,0,http,0,benign,0
h055,2024-03-05 10:00:00,5,2,2,661053,15.583910493215683,0,ssh,0,benign,0
h056,2024-03-05 10:00:00,3,2,3,46667,0.31166218301792675,0,http,0,benign,0
h057,2024-03-05 10:00:00,24,5,8,101117,0.6714166634963652,1,http,0,benign,0
h058,2024-03-05 10:00:00,5,2,3,27010,0.3972666173544466,0,http,0,benign,0
h059,2024-03-05 10:00:00,21,5,7,58440,0.6854580126354751,0,http,0,benign,0
h000,2024-03-05 11:00:00,14,5,8,59503,0.7644596627878758,0,http,0,benign,0
h001,2024-03-05 11:00:00,22,5,8,86950,0.6211841834194491,1,http,0,benign,0
h002,2024-03-05 11:00:00,17,5,7,57474,0.38059660557427044,1,http,0,benign,0
h003,2024-03-05 11:00:00,5,2,4,10562,0.4825994151574628,0,http,0,benign,0
h004,2024-03-05 11:00:00,8,3,5,27799,0.6019842068084102,0,http,0,benign,0
h005,2024-03-05 11:00:00,64,1,3,10049,0.23265785375637518,57,ssh,1,bruteforce,1
h006,2024-03-05 11:00:00,14,4,8,101802,0.3749884185878893,0,http,0,benign,0
h007,2024-03-05 11:00:00,22,5,7,74979,0.47936976132347625,0,http,0,benign,0
h008,2024-03-05 11:00:00,53,51,39,3873,0.0524639882691703,0,other,1,portscan,1
h009,2024-03-05 11:00:00,3,3,2,5022,0.2779371442670442,0,dns,0,benign,0
h010,2024-03-05 11:00:00,4,2,2,1318257,9.534299605328378,0,http,0,benign,0
h011,2024-03-05 11:00:00,8,4,5,27591,0.3159737306129562,0,http,0,benign,0
h012,2024-03-05 11:00:00,2,1,1,3470,0.18916935355823716,0,http,0,benign,0
h013,2024-03-05 11:00:00,6,4,5,46754,0.5909531103416303,0,http,0,benign,0
h014,2024-03-05 11:00:00,3,2,2,1388659,20.356142309602326,0,http,0,benign,0
h015,2024-03-05 11:00:00,18,5,8,40966,0.6098798461699799,0,http,0,benign,0
h016,2024-03-05 11:00:00,16,3,8,194208,0.6860525029237328,1,http,0,benign,0
h017,2024-03-05 11:00:00,18,4,7,75238,0.7038491511464898,0,http,0,benign,0
h018,2024-03-05 11:00:00,13,4,7,73021,0.23454749635682967,0,http,0,benign,0
h019,2024-03-05 11:00:00,7,3,4,9338,1.4718266730318668,0,http,0,benign,0
h020,2024-03-05 11:00:00,8,4,5,28447,0.46175816871499153,0,http,0,benign,0
h021,2024-03-05 11:00:00,9,4,4,27677,0.5837486780303579,0,http,0,benign,0
h022,2024-03-05 11:00:00,9,4,7,24927,0.36509689999251566,0,http,0,benign,0
h023,2024-03-05 11:00:00,122,112,88,7730,0.05594261498097389,0,other,1,portscan,1
h024,2024-03-05 11:00:00,4,3,3,42935,0.2228442590867553,0,http,0,benign,0
h025,2024-03-05 11:00:00,11,5,5,34577,0.41504787108107716,0,http,0,benign,0
h026,2024-03-05 11:00:00,54,1,3,9037,0.2428243674822108,49,ssh,1,bruteforce,1
h027,2024-03-05 11:00:00,13,4,6,97830,0.6403442134158659,1,http,0,benign,0
h028,2024-03-05 11:00:00,6,3,4,33233,0.45178458251615017,0,http,0,benign,0
h029,2024-03-05 11:00:00,5,3,4,12785,2.063213698984017,0,http,0,benign,0
h030,2024-03-05 11:00:00,13,4,7,39481,0.7894961045668759,0,http,0,benign,0
h031,2024-03-05 11:00:00,78,71,53,4715,0.05804142507840153,0,other,0,benign,0
h032,2024-03-05 11:00:00,11,2,7,51688,0.3417839589900511,0,http,0,benign,0
h033,2024-03-05 11:00:00,2,1,2,10653,0.8003093350775525,0,http,0,benign,0
h034,2024-03-05 11:00:00,5,2,4,14374,1.0280591939956378,0,http,0,benign,0
h035,2024-03-05 11:00:00,11,3,5,29419,0.47477587613993016,0,http,0,benign,0
h036,2024-03-05 11:00:00,10,3,5,31508,0.7610895672907103,0,http,0,benign,0
h037,2024-03-05 11:00:00,9,3,5,37808,0.6329352113677889,0,http,0,benign,0
h038,2024-03-05 11:00:00,15,3,7,74270,0.39137527866105465,0,http,0,benign,0
h039,2024-03-05 11:00:00,11,5,6,32257,0.5040795735679886,0,http,0,benign,0
h040,2024-03-05 11:00:00,98,89,63,5964,0.06042116996697674,0,other,1,portscan,1
h041,2024-03-05 11:00:00,9,3,7,32314,0.5901489222423393,0,http,0,benign,0
h042,2024-03-05 11:00:00,6,3,4,19011,0.9874170224231328,0,http,0,benign,0
h043,2024-03-05 11:00:00,6,5,4,15626,0.5239208704526946,0,http,0,benign,0
h044,2024-03-05 11:00:00,9,4,4,40395,0.5306564662071017,0,http,0,benign,0
h045,2024-03-05 11:00:00,49,47,32,154662,0.4913411696074511,0,other,0,benign,0
h046,2024-03-05 11:00:00,20,4,7,96752,0.6216903794100073,0,http,0,benign,0
h047,2024-03-05 11:00:00,14,4,6,64272,0.5435748803522417,0,http,0,benign,0
h048,2024-03-05 11:00:00,34,5,7,241515,0.4857532472301893,0,http,0,benign,0
h049,2024-03-05 11:00:00,8,3,6,46624,0.26743812094677666,0,http,0,benign,0
h050,2024-03-05 11:00:00,4,2,3,10840,0.5457106439912633,0,http,0,benign,0
h051,2024-03-05 11:00:00,7,2,6,34391,0.6227684048386865,0,http,0,benign,0
h052,2024-03-05 11:00:00,12,3,7,52246,0.5003605434951179,0,http,0,benign,0
h053,2024-03-05 11:00:00,6,4,3,8767,2.4100023506037602,1,http,0,benign,0
h054,2024-03-05 11:00:00,3,2,1,1336286,24.54768692666467,0,http,0,benign,0
h055,2024-03-05 11:00:00,5,3,5,14129,1.3084674093755848,0,http,0,benign,0
h056,2024-03-05 11:00:00,2,2,2,14883,0.1979055114313828,0,smtp,0,benign,0
h057,2024-03-05 11:00:00,9,4,7,13793,0.6139092419564008,0,http,0,benign,0
h058,2024-03-05 11:00:00,39,5,8,214820,0.6592649923641277,0,http,0,benign,0
h059,2024-03-05 11:00:00,1,1,1,2144,0.3288616103202731,0,smtp,0,benign,0
h000,2024-03-05 12:00:00,10,3,5,55734,0.31306303835424576,0,http,0,benign,0
h001,2024-03-05 12:00:00,122,115,85,8412,0.05756875791323969,0,other,1,portscan,1
h002,2024-03-05 12:00:00,2,1,2,1592,0.1563287561382729,0,http,0,benign,0
h003,2024-03-05 12:00:00,3,3,3,2251,0.4553016406776928,0,http,0,benign,0
h004,2024-03-05 12:00:00,13,3,7,25214,0.4795511733947186,0,http,0,benign,0
h005,2024-03-05 12:00:00,16,5,8,52072,0.5651898726313863,1,http,0,benign,0
h006,2024-03-05 12:00:00,24,4,8,114605,0.6756024135648163,1,http,0,benign,0
h007,2024-03-05 12:00:00,20,5,7,73400,0.5170887903490734,1,http,0,benign,0
h008,2024-03-05 12:00:00,48,45,26,144886,0.6092588000266188,0,other,0,benign,0
h009,2024-03-05 12:00:00,12,4,6,65339,0.527491783431693,1,http,0,benign,0
h010,2024-03-05 12:00:00,26,4,7,96119,0.5288053836399403,1,http,0,benign,0
h011,2024-03-05 12:00:00,39,1,3,6260,0.21422781448244088,30,ssh,1,bruteforce,1
h012,2024-03-05 12:00:00,17,5,8,116198,0.5780698341860665,0,http,0,benign,0
h013,2024-03-05 12:00:00,13,4,8,50912,0.416853810909552,0,http,0,benign,0
h014,2024-03-05 12:00:00,5,2,2,2156710,18.210673512903934,0,ssh,0,benign,0
h015,2024-03-05 12:00:00,18,5,8,57430,0.5656211174379752,0,http,1,benign,0
h016,2024-03-05 12:00:00,16,5,7,67012,1.121556018588391,0,http,0,benign,0
h017,2024-03-05 12:00:00,52,1,3,7454,0.26325955017421937,45,ssh,1,bruteforce,1
h018,2024-03-05 12:00:00,15,5,7,144221,0.9543464758337284,0,http,0,benign,0
h019,2024-03-05 12:00:00,20,5,7,45169,0.6820281089879446,0,http,0,benign,0
h020,2024-03-05 12:00:00,8,4,5,30601,0.5606532504130489,0,http,0,benign,0
h021,2024-03-05 12:00:00,129,120,87,8121,0.05627665671356017,0,other,1,portscan,1
h022,2024-03-05 12:00:00,4,2,4,6606,1.703313085352927,0,http,0,benign,0
h023,2024-03-05 12:00:00,126,115,92,8172,0.05473628525145154,0,other,0,benign,0
h024,2024-03-05 12:00:00,10,4,6,24221,0.3850769609429491,0,http,0,benign,0
h025,2024-03-05 12:00:00,20,4,8,46652,0.7496792376385546,0,http,0,benign,0
h026,2024-03-05 12:00:00,33,5,8,166319,0.5481423371051353,0,http,0,benign,0
h027,2024-03-05 12:00:00,14,4,7,36417,0.4394197985872654,0,http,0,benign,0
h028,2024-03-05 12:00:00,15,3,6,43511,0.42893317710919293,0,http,0,benign,0
h029,2024-03-05 12:00:00,11,4,5,46584,0.5882435226629342,0,dns,0,benign,0
